customer_id ,customer_name,,sales_region,sign_up_date
LC-17140,Logan Currie,,Central,12/22/2014
HK-14890,Heather Kirkland,,South,6/8/2014
LE-16810,Laurel Elliston,,West,12/15/2014
JH-15985,Joseph Holt,,Central,12/8/2014
JH-15985,Joseph Holt,,Central,12/8/2014
JH-15985,Joseph Holt,,Central,12/8/2014
JH-15985,Joseph Holt,,Central,12/8/2014
JH-15985,Joseph Holt,,Central,12/8/2014
MS-17980,Michael Stewart,,Central,2/13/2012
VW-21775,Victoria Wilson,,East,1/9/2012
VW-21775,Victoria Wilson,,East,1/9/2012
VW-21775,Victoria Wilson,,East,1/9/2012
VW-21775,Victoria Wilson,,East,1/9/2012
VW-21775,Victoria Wilson,,East,1/9/2012
JH-15910,Jonathan Howell,,West,11/2/2013
JH-15910,Jonathan Howell,,West,11/2/2013
JB-15925,Joni Blumstein,,East,12/27/2012
JB-15925,Joni Blumstein,,East,12/27/2012
JB-15925,Joni Blumstein,,East,12/27/2012
JB-15925,Joni Blumstein,,East,12/27/2012
JB-15925,Joni Blumstein,,East,12/27/2012
JB-15925,Joni Blumstein,,East,12/27/2012
DS-13180,David Smith,,Central,8/16/2012
DS-13180,David Smith,,Central,8/16/2012
DS-13180,David Smith,,Central,8/16/2012
VD-21670,Valerie Dominguez,,South,3/4/2012
VD-21670,Valerie Dominguez,,South,3/4/2012
EA-14035,Erin Ashbrook,,South,9/17/2011
CS-12400,Christopher Schild,,South,4/13/2014
CS-12400,Christopher Schild,,South,4/13/2014
CS-12400,Christopher Schild,,South,4/13/2014
CS-12400,Christopher Schild,,South,4/13/2014
CS-12400,Christopher Schild,,South,4/13/2014
DB-13120,David Bremer,,West,11/17/2014
KL-16645,Ken Lonsdale,,Central,6/10/2013
KL-16645,Ken Lonsdale,,Central,6/10/2013
KL-16645,Ken Lonsdale,,Central,6/10/2013
KL-16645,Ken Lonsdale,,Central,6/10/2013
KL-16645,Ken Lonsdale,,Central,6/10/2013
KL-16645,Ken Lonsdale,,Central,6/10/2013
KL-16645,Ken Lonsdale,,Central,6/10/2013
DW-13480,Dianna Wilson,,Central,6/6/2011
DW-13480,Dianna Wilson,,Central,6/6/2011
DW-13480,Dianna Wilson,,Central,6/6/2011
DW-13480,Dianna Wilson,,Central,6/6/2011
DW-13480,Dianna Wilson,,Central,6/6/2011
LH-17155,Logan Haushalter,,West,12/16/2013
KC-16540,Kelly Collister,,West,9/18/2013
KC-16540,Kelly Collister,,West,9/18/2013
DL-13315,Delfina Latchford,,East,12/14/2013
DL-13315,Delfina Latchford,,East,12/14/2013
DR-12880,Dan Reichenbach,,Central,12/4/2012
DR-12880,Dan Reichenbach,,Central,12/4/2012
DR-12880,Dan Reichenbach,,Central,12/4/2012
DR-12880,Dan Reichenbach,,Central,12/4/2012
CC-12670,Craig Carreira,,East,12/4/2014
CC-12670,Craig Carreira,,East,12/4/2014
CC-12670,Craig Carreira,,East,12/4/2014
Dl-13600,Dorris liebe,,Central,6/13/2014
SB-20290,Sean Braxton,,Central,9/21/2011
SB-20290,Sean Braxton,,Central,9/21/2011
RC-19825,Roy Collins,,Central,6/14/2013
AH-10210,Alan Hwang,,West,11/15/2012
CB-12535,Claudia Bergmann,,South,6/21/2014
PG-18895,Paul Gonzalez,,East,1/28/2013
CA-12310,Christine Abelman,,East,12/14/2014
CA-12310,Christine Abelman,,East,12/14/2014
KH-16690,Kristen Hastings,,West,1/3/2015
HA-14920,Helen Andreada,,West,7/31/2012
HA-14920,Helen Andreada,,West,7/31/2012
HA-14920,Helen Andreada,,West,7/31/2012
BB-10990,Barry Blumstein,,West,9/18/2014
BB-10990,Barry Blumstein,,West,9/18/2014
AG-10495,Andrew Gjertsen,,East,10/18/2014
AG-10495,Andrew Gjertsen,,East,10/18/2014
AG-10495,Andrew Gjertsen,,East,10/18/2014
AG-10495,Andrew Gjertsen,,East,10/18/2014
SC-20725,Steven Cartwright,,Central,9/28/2012
SC-20725,Steven Cartwright,,Central,9/28/2012
JO-15280,Jas O'Carroll,,West,11/6/2012
TB-21520,Tracy Blumstein,,West,10/2/2012
TB-21520,Tracy Blumstein,,West,10/2/2012
TB-21520,Tracy Blumstein,,West,10/2/2012
AH-10195,Alan Haines,,South,12/21/2013
AH-10195,Alan Haines,,South,12/21/2013
AH-10195,Alan Haines,,South,12/21/2013
NZ-18565,Nick Zandusky,,East,11/25/2013
NZ-18565,Nick Zandusky,,East,11/25/2013
NZ-18565,Nick Zandusky,,East,11/25/2013
NZ-18565,Nick Zandusky,,East,11/25/2013
KL-16555,Kelly Lampkin,,West,12/28/2011
KL-16555,Kelly Lampkin,,West,12/28/2011
KL-16555,Kelly Lampkin,,West,12/28/2011
KL-16555,Kelly Lampkin,,West,12/28/2011
KL-16555,Kelly Lampkin,,West,12/28/2011
JD-15895,Jonathan Doherty,,East,11/4/2013
JD-15895,Jonathan Doherty,,East,11/4/2013
JD-15895,Jonathan Doherty,,East,11/4/2013
JD-15895,Jonathan Doherty,,East,11/4/2013
JD-15895,Jonathan Doherty,,East,11/4/2013
JH-15910,Jonathan Howell,,Central,11/24/2014
AS-10225,Alan Schoenberger,,East,5/9/2012
KB-16600,Ken Brennan,,Central,1/4/2012
CR-12625,Corey Roper,,East,6/6/2011
CR-12625,Corey Roper,,East,6/6/2011
SH-20395,Shahid Hopkins,,South,4/18/2014
BP-11185,Ben Peterman,,West,9/15/2013
BP-11185,Ben Peterman,,West,9/15/2013
BP-11185,Ben Peterman,,West,9/15/2013
BP-11185,Ben Peterman,,West,9/15/2013
TS-21205,Thomas Seio,,East,10/3/2011
AG-10525,Andy Gerbode,,South,8/16/2011
AG-10525,Andy Gerbode,,South,8/16/2011
SP-20860,Sung Pak,,East,12/30/2011
NM-18445,Nathan Mautz,,East,11/9/2011
NM-18445,Nathan Mautz,,East,11/9/2011
NM-18445,Nathan Mautz,,East,11/9/2011
NM-18445,Nathan Mautz,,East,11/9/2011
NM-18445,Nathan Mautz,,East,11/9/2011
FA-14230,Frank Atkinson,,West,9/24/2011
GK-14620,Grace Kelly,,West,4/28/2013
GK-14620,Grace Kelly,,West,4/28/2013
DJ-13510,Don Jones,,South,11/6/2014
PO-18850,Patrick O'Brill,,East,9/2/2013
PO-18850,Patrick O'Brill,,East,9/2/2013
PO-18850,Patrick O'Brill,,East,9/2/2013
PO-18850,Patrick O'Brill,,East,9/2/2013
PO-18850,Patrick O'Brill,,East,9/2/2013
JL-15850,John Lucas,,East,4/30/2013
JL-15850,John Lucas,,East,4/30/2013
JL-15850,John Lucas,,East,4/30/2013
DB-13615,Doug Bickford,,West,9/4/2012
DB-13615,Doug Bickford,,West,9/4/2012
DB-13615,Doug Bickford,,West,9/4/2012
AC-10420,Alyssa Crouse,,West,7/17/2011
AC-10420,Alyssa Crouse,,West,7/17/2011
KL-16645,Ken Lonsdale,,West,6/26/2012
JD-15895,Jonathan Doherty,,East,4/17/2011
JD-15895,Jonathan Doherty,,East,4/17/2011
JD-15895,Jonathan Doherty,,East,4/17/2011
JD-15895,Jonathan Doherty,,East,4/17/2011
CS-12130,Chad Sievert,,Central,12/24/2012
CC-12550,Clay Cheatham,,West,6/20/2014
TD-20995,Tamara Dahlen,,East,7/13/2014
TD-20995,Tamara Dahlen,,East,7/13/2014
TD-20995,Tamara Dahlen,,East,7/13/2014
AB-10060,Adam Bellavance,,East,9/4/2013
AB-10060,Adam Bellavance,,East,9/4/2013
AB-10060,Adam Bellavance,,East,9/4/2013
AB-10060,Adam Bellavance,,East,9/4/2013
AB-10060,Adam Bellavance,,East,9/4/2013
JL-15505,Jeremy Lonsdale,,East,4/14/2013
JL-15505,Jeremy Lonsdale,,East,4/14/2013
JL-15505,Jeremy Lonsdale,,East,4/14/2013
JL-15505,Jeremy Lonsdale,,East,4/14/2013
HK-14890,Heather Kirkland,,South,4/29/2013
VB-21745,Victoria Brennan,,South,3/12/2014
VB-21745,Victoria Brennan,,South,3/12/2014
KW-16435,Katrina Willman,,East,10/2/2014
KW-16435,Katrina Willman,,East,10/2/2014
KW-16435,Katrina Willman,,East,10/2/2014
KW-16435,Katrina Willman,,East,10/2/2014
JD-16060,Julia Dunbar,,West,9/29/2011
MK-17905,Michael Kennedy,,East,10/22/2013
MK-17905,Michael Kennedy,,East,10/22/2013
MK-17905,Michael Kennedy,,East,10/22/2013
MK-17905,Michael Kennedy,,East,10/22/2013
GT-14755,Guy Thornton,,Central,6/5/2014
GT-14755,Guy Thornton,,Central,6/5/2014
AG-10900,Arthur Gainer,,West,7/27/2011
AG-10900,Arthur Gainer,,West,7/27/2011
AG-10900,Arthur Gainer,,West,7/27/2011
AG-10900,Arthur Gainer,,West,7/27/2011
MM-18280,Muhammed MacIntyre,,Central,10/2/2013
AR-10405,Allen Rosenblatt,,East,9/2/2014
RA-19915,Russell Applegate,,Central,5/5/2012
RA-19915,Russell Applegate,,Central,5/5/2012
RA-19915,Russell Applegate,,Central,5/5/2012
AS-10285,Alejandro Savely,,West,10/30/2013
AS-10285,Alejandro Savely,,West,10/30/2013
LA-16780,Laura Armstrong,,Central,6/29/2012
DO-13435,Denny Ordway,,South,12/2/2012
DO-13435,Denny Ordway,,South,12/2/2012
DK-13225,Dean Katz,,East,12/7/2012
DK-13225,Dean Katz,,East,12/7/2012
NG-18430,Nathan Gelder,,East,11/26/2011
MV-18190,Mike Vittorini,,East,12/16/2014
MV-18190,Mike Vittorini,,East,12/16/2014
JG-15115,Jack Garza,,West,9/23/2011
JG-15115,Jack Garza,,West,9/23/2011
BP-11095,Bart Pistole,,Central,6/10/2011
VP-21730,Victor Preis,,West,7/6/2014
SS-20140,Saphhira Shifley,,East,10/20/2014
SS-20140,Saphhira Shifley,,East,10/20/2014
HP-14815,Harold Pawlan,,Central,11/4/2012
AG-10675,Anna Gayman,,Central,9/11/2013
AG-10675,Anna Gayman,,Central,9/11/2013
AG-10675,Anna Gayman,,Central,9/11/2013
AG-10675,Anna Gayman,,Central,9/11/2013
LF-17185,Luke Foster,,South,12/26/2011
SP-20650,Stephanie Phelps,,South,4/20/2011
RF-19840,Roy Französisch,,East,12/30/2014
KH-16510,Keith Herrera,,West,12/13/2014
KH-16510,Keith Herrera,,West,12/13/2014
KH-16510,Keith Herrera,,West,12/13/2014
KH-16510,Keith Herrera,,West,12/13/2014
KH-16510,Keith Herrera,,West,12/13/2014
KH-16510,Keith Herrera,,West,12/13/2014
KH-16510,Keith Herrera,,West,12/13/2014
KH-16510,Keith Herrera,,West,12/13/2014
KH-16510,Keith Herrera,,West,12/13/2014
KC-16675,Kimberly Carter,,West,11/8/2014
KC-16675,Kimberly Carter,,West,11/8/2014
CJ-12010,Caroline Jumper,,West,6/29/2014
PB-19150,Philip Brown,,West,4/19/2013
VB-21745,Victoria Brennan,,South,11/11/2014
SP-20860,Sung Pak,,West,3/10/2014
SP-20860,Sung Pak,,West,3/10/2014
JE-15745,Joel Eaton,,West,6/25/2011
MP-17965,Michael Paige,,East,10/24/2014
MP-17965,Michael Paige,,East,10/24/2014
NF-18385,Natalie Fritzler,,South,8/24/2014
JM-15265,Janet Molinari,,Central,11/27/2014
JM-15265,Janet Molinari,,Central,11/27/2014
SD-20485,Shirley Daniels,,East,9/13/2011
KH-16630,Ken Heidel,,Central,10/9/2014
RB-19795,Ross Baird,,South,4/22/2013
RB-19795,Ross Baird,,South,4/22/2013
RB-19795,Ross Baird,,South,4/22/2013
RB-19795,Ross Baird,,South,4/22/2013
DB-13060,Dave Brooks,,East,6/8/2013
MK-18160,Mike Kennedy,,South,12/25/2011
MK-18160,Mike Kennedy,,South,12/25/2011
PO-19180,Philisse Overcash,,Central,6/15/2013
PO-19180,Philisse Overcash,,Central,6/15/2013
BB-11545,Brenda Bowman,,Central,9/20/2014
CV-12805,Cynthia Voltz,,East,1/24/2014
PK-19075,Pete Kriz,,Central,9/8/2013
PK-19075,Pete Kriz,,Central,9/8/2013
PK-19075,Pete Kriz,,Central,9/8/2013
PK-19075,Pete Kriz,,Central,9/8/2013
PK-19075,Pete Kriz,,Central,9/8/2013
PK-19075,Pete Kriz,,Central,9/8/2013
TB-21595,Troy Blackwell,,Central,3/26/2014
RB-19360,Raymond Buch,,East,4/4/2013
RB-19360,Raymond Buch,,East,4/4/2013
RB-19360,Raymond Buch,,East,4/4/2013
RB-19360,Raymond Buch,,East,4/4/2013
RB-19360,Raymond Buch,,East,4/4/2013
RB-19360,Raymond Buch,,East,4/4/2013
EB-13705,Ed Braxton,,East,10/25/2014
EB-13705,Ed Braxton,,East,10/25/2014
KH-16630,Ken Heidel,,Central,12/18/2013
SC-20095,Sanjit Chand,,West,2/19/2011
NF-18385,Natalie Fritzler,,Central,10/2/2013
NF-18385,Natalie Fritzler,,Central,10/2/2013
JH-15985,Joseph Holt,,West,12/22/2012
JH-15985,Joseph Holt,,West,12/22/2012
JH-15985,Joseph Holt,,West,12/22/2012
TN-21040,Tanja Norvell,,West,4/30/2013
TN-21040,Tanja Norvell,,West,4/30/2013
TN-21040,Tanja Norvell,,West,4/30/2013
TN-21040,Tanja Norvell,,West,4/30/2013
TN-21040,Tanja Norvell,,West,4/30/2013
JS-15940,Joni Sundaresam,,Central,1/24/2012
DS-13180,David Smith,,Central,4/5/2014
CC-12670,Craig Carreira,,Central,12/21/2013
MH-17785,Maya Herman,,East,12/24/2012
JP-15520,Jeremy Pistek,,West,11/11/2011
JP-15520,Jeremy Pistek,,West,11/11/2011
JP-15520,Jeremy Pistek,,West,11/11/2011
JP-15520,Jeremy Pistek,,West,11/11/2011
JP-15520,Jeremy Pistek,,West,11/11/2011
JP-15520,Jeremy Pistek,,West,11/11/2011
KH-16690,Kristen Hastings,,West,7/20/2013
JE-15475,Jeremy Ellison,,East,11/3/2013
JG-15805,John Grady,,East,7/3/2013
JG-15805,John Grady,,East,7/3/2013
XP-21865,Xylona Preis,,West,10/10/2011
EM-14065,Erin Mull,,East,7/27/2011
EM-14065,Erin Mull,,East,7/27/2011
MT-18070,Michelle Tran,,West,6/14/2014
MT-18070,Michelle Tran,,West,6/14/2014
MT-18070,Michelle Tran,,West,6/14/2014
SA-20830,Sue Ann Reed,,Central,10/31/2011
CW-11905,Carl Weiss,,Central,6/13/2011
CW-11905,Carl Weiss,,Central,6/13/2011
CW-11905,Carl Weiss,,Central,6/13/2011
AJ-10960,Astrea Jones,,East,9/19/2011
AJ-10960,Astrea Jones,,East,9/19/2011
SS-20590,Sonia Sunley,,West,5/15/2013
RO-19780,Rose O'Brian,,South,3/22/2013
MD-17350,Maribeth Dona,,South,12/31/2012
SC-20095,Sanjit Chand,,West,8/1/2013
SC-20095,Sanjit Chand,,West,8/1/2013
SC-20095,Sanjit Chand,,West,8/1/2013
SC-20095,Sanjit Chand,,West,8/1/2013
MY-17380,Maribeth Yedwab,,West,6/5/2013
MY-17380,Maribeth Yedwab,,West,6/5/2013
MY-17380,Maribeth Yedwab,,West,6/5/2013
MY-17380,Maribeth Yedwab,,West,6/5/2013
MY-17380,Maribeth Yedwab,,West,6/5/2013
EB-13705,Ed Braxton,,East,11/16/2014
CM-12385,Christopher Martinez,,South,3/22/2012
CM-12385,Christopher Martinez,,South,3/22/2012
CM-12385,Christopher Martinez,,South,3/22/2012
CM-12385,Christopher Martinez,,South,3/22/2012
LS-17245,Lynn Smith,,Central,11/28/2014
LS-17245,Lynn Smith,,Central,11/28/2014
LF-17185,Luke Foster,,East,10/24/2013
BN-11515,Bradley Nguyen,,West,12/26/2014
BN-11515,Bradley Nguyen,,West,12/26/2014
AD-10180,Alan Dominguez,,West,1/28/2014
AD-10180,Alan Dominguez,,West,1/28/2014
AD-10180,Alan Dominguez,,West,1/28/2014
AD-10180,Alan Dominguez,,West,1/28/2014
DB-13210,Dean Braden,,Central,3/26/2012
DB-13210,Dean Braden,,Central,3/26/2012
DB-13210,Dean Braden,,Central,3/26/2012
MC-17605,Matt Connell,,Central,1/26/2014
LH-17155,Logan Haushalter,,West,5/24/2013
LH-17155,Logan Haushalter,,West,5/24/2013
BD-11605,Brian Dahlen,,East,1/2/2013
PH-18790,Patricia Hirasaki,,South,10/27/2014
PH-18790,Patricia Hirasaki,,South,10/27/2014
MG-18145,Mike Gockenbach,,East,9/7/2012
MG-18145,Mike Gockenbach,,East,9/7/2012
MG-18145,Mike Gockenbach,,East,9/7/2012
KB-16240,Karen Bern,,West,11/9/2012
JC-15340,Jasper Cacioppo,,West,9/12/2014
RL-19615,Rob Lucas,,South,6/2/2013
RL-19615,Rob Lucas,,South,6/2/2013
AA-10375,Allen Armold,,West,7/17/2013
EP-13915,Emily Phan,,Central,9/9/2014
MP-17470,Mark Packer,,East,12/8/2012
DK-12985,Darren Koutras,,South,12/11/2012
DK-12985,Darren Koutras,,South,12/11/2012
BD-11500,Bradley Drucker,,Central,2/4/2011
ES-14080,Erin Smith,,West,7/18/2013
LM-17065,Liz MacKendrick,,East,12/23/2012
PG-18895,Paul Gonzalez,,Central,5/16/2011
PG-18895,Paul Gonzalez,,Central,5/16/2011
PG-18895,Paul Gonzalez,,Central,5/16/2011
AS-10135,Adrian Shami,,East,11/23/2014
AS-10135,Adrian Shami,,East,11/23/2014
DK-13225,Dean Katz,,Central,11/17/2012
DK-13225,Dean Katz,,Central,11/17/2012
DK-13225,Dean Katz,,Central,11/17/2012
BD-11320,Bill Donatelli,,West,4/18/2013
RC-19960,Ryan Crowe,,South,9/13/2014
GT-14710,Greg Tran,,Central,11/29/2014
DK-13225,Dean Katz,,West,7/4/2014
AJ-10945,Ashley Jarboe,,South,3/7/2011
OT-18730,Olvera Toch,,West,6/16/2013
OT-18730,Olvera Toch,,West,6/16/2013
OT-18730,Olvera Toch,,West,6/16/2013
